,DQF-00358,DQF-00248,DAF-00396,DHF-01055,DHF-01159,DAF-00280,DAF-00349,DAF-00442,DHF-01440,DAF-00351,DAF-00416,DCF-00198,DCF-00199,DCF-00104,DAF-00482,DCF-00197,DC2-00001,DAF-00367,DAF-00281,DAF-00419,DHF-01444,DAF-00437,DAF-00350,DHF-01540,DHF-01528,DCF-00173,DHF-01332,DHF-01334,DHF-01030,DAF-00283,DDF-00078,DHF-00847,DAF-00375,DAF-00399,DAF-00420,DAF-00443,DAF-00288,DAF-00502,DAF-00498,DHF-01406,DQF-00362,DAF-00517,DAF-00518,DAF-00491,DAF-00444,DHF-01530,DAF-00516,DAF-00512,DHF-01437,DAF-00284,DCF-00206,DHF-01436,DDF-00122,DHF-01438,DAF-00499,DAF-00488,DHF-01439,DHF-01441,DHF-01038,DHF-01550,DCF-00203,DAF-00451,DHF-01333,DAF-00448,DHF-01031,DAF-00460,DHF-00826,DAF-00464,DHF-01242,DAF-00385,DAF-00449,DHF-01529,DHF-01029,DHF-01037,DAF-00465,DHF-00927,DAF-00462,DHF-00881,DCF-00205,DAF-00450,DCF-00204,DAF-00504,DR5-00001,DHF-01331,DHF-01512,DCF-00252,DHF-01056,DAF-00255,DHF-00533,DAF-00503,DHF-00890,DHF-00905,DHF-00904,DHF-00894,DCF-00253,DHF-01080,DCF-00087,DCF-00085,DCF-00086,DCF-00254,DHF-00907
DAF-00416,-4.911644125579153,-3.759641032134103,-6.049147649329088,-5.508579267966385,-5.41753505530911,-3.862734525098207,-5.121617287661533,-5.634110150050244,-inf,-5.691254057153853,-0.5897160306917907,-inf,-inf,-inf,-5.113277986748804,-inf,-4.049147649329088,-3.2901557488328828,-4.786113243495294,-3.796166908159217,-inf,-5.233572220466516,-5.604666372157762,-inf,-7.893496778868894,-inf,-inf,-inf,-6.144304882369428,-5.0159807853938885,-inf,-3.6341101500502444,-4.739463150196473,-3.464185148607932,-5.589716030691791,-inf,-4.603178290498353,-4.290155748832883,-4.290155748832883,-3.1545006494753167,-6.223922050432796,-5.3597899366699355,-7.397070952749395,-4.125768930932001,-4.799169396320741,-5.779540589571808,-inf,-inf,-inf,-4.290155748832883,-5.447697025819363,-7.097510670890487,-5.799169396320741,-5.174678531412947,-4.911644125579153,-4.648609719745359,-inf,-inf,-7.1288748417998224,-5.397070952749395,-inf,-4.875118249554039,-inf,-3.489189154737826,-inf,-4.454786450605682,-4.397070952749395,-5.759641032134104,-2.689251704242705,-4.113277986748804,-4.233572220466516,-4.759641032134104,-inf,-inf,-5.113277986748804,-inf,-3.4966066263003093,-inf,-inf,-4.414144466108336,-inf,-3.6486097197453593,-inf,-inf,-7.508579267966385,-5.5439123410786655,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-5.999106966829492,-inf,-5.634110150050244,-5.262141372663287,-6.0159807853938885,-inf,-inf
DCF-00198,-inf,-7.832796036700559,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1.231946728049697,0.816909228770853,-4.812447391308757,-4.613543322894678,0.6844589327472036,-inf,-inf,-inf,-5.674943867558822,-inf,-inf,-inf,-3.291615228007316,-4.071834020127406,-inf,-0.7400388957807066,-0.6749438675588216,-4.907604624349097,-inf,-inf,-inf,-inf,-inf,-4.768053271950303,-inf,-5.518481125923072,-inf,-inf,-inf,-5.987221792412464,-5.345482099986052,-5.575408194007907,-inf,-inf,-6.542840331551476,-4.125605276568387,-inf,-4.674943867558822,-inf,-1.304106172190513,-5.275847912149,-4.977506637579253,-inf,-inf,-4.411909461725028,-inf,-inf,-inf,-inf,-1.6555785426918908,-inf,-1.0050924692511527,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.3123737881741135,-inf,-1.4119094617250278,-inf,-1.6260342670778754,-0.21551224892152454,-3.686916509224898,-inf,-inf,-inf,-0.3530157726714595,-inf,-inf,-inf,-inf,-inf,-5.177444208088005,-inf,-2.8124473913087567,-2.855516113200643,-3.194318026652401,-inf,-inf
DCF-00199,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.816909228770853,1.4882864813094823,-4.556107638048971,-4.357203569634893,0.940798686006989,-inf,-inf,-inf,-5.418604114299036,-inf,-inf,-inf,-3.0352754747475306,-4.815494266867621,-inf,-0.8622107657746508,-0.8336416135778799,-4.651264871089311,-inf,-inf,-inf,-inf,-inf,-4.5117135186905175,-inf,-5.847103873384443,-inf,-inf,-inf,-inf,-6.089142346726266,-5.319068440748122,-inf,-inf,-6.286500578291691,-inf,-inf,-4.418604114299036,-inf,-1.0477664189307274,-inf,-4.721166884319468,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.9138119622618631,-inf,-1.2341795431616087,-inf,-3.9379782733926154,-inf,-inf,-inf,-inf,-3.0352754747475306,-inf,-inf,-3.8692655233086013,-4.740532209186399,-inf,-inf,-inf,-inf,-0.4710715341931717,-inf,-0.8336416135778799,-inf,-1.7847320130969335,-0.6112491922414321,-4.430576755965112,-inf,-inf,-inf,-0.0966760194116739,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.556107638048971,-inf,-2.9379782733926154,-inf,-inf
DCF-00104,-5.2930732322151774,-6.643570479299311,-inf,-inf,-inf,-inf,-7.824974489184919,-inf,-2.0491476493290883,-inf,-inf,-4.812447391308757,-4.556107638048971,0.6138173633933413,-inf,-4.634110150050244,-inf,-inf,-inf,-6.2930732322151774,-0.9711451373278147,-4.030038826381383,-inf,-inf,-4.689963384783762,-2.293073232215177,-3.4736454778569983,-inf,-4.525733989005452,-inf,-inf,-inf,-inf,-inf,-5.386182636606659,-inf,-7.721572991300584,-inf,-inf,-5.535929756111341,-inf,-5.963611464642407,-6.1935375586642625,-5.244163631734231,-inf,-6.160969696207832,-4.7437346412247425,-inf,-0.9007558094364169,-inf,-4.244163631734231,-1.25012108703063,-4.010673501514452,-1.9711451373278146,-3.7081107314940214,-5.030038826381383,-1.4450763256602273,-2.086622354747751,-5.92534144771469,-4.778500059385419,-inf,-4.671584855468907,-inf,-6.986095478793787,-3.8124473913087567,-inf,-4.1935375586642625,-inf,-inf,-inf,-inf,-3.556107638048971,-inf,-4.615001327102539,-inf,-1.6492170424404524,-inf,-0.7081107314940212,-4.515465653551625,-inf,-inf,-inf,-inf,-inf,-5.305045873881253,-inf,-inf,-3.340378946993534,-inf,-inf,-inf,-inf,-inf,-inf,-1.9882186506867563,-inf,-inf,-5.058607978578154,-4.812447391308757,-inf,-inf
DAF-00482,-6.094169163801099,-3.930093238055474,-4.061747686108721,-inf,-7.337025687697262,-3.045259563320153,-3.1025084647138286,-4.231672687551034,-inf,-2.5518510004884365,-5.113277986748804,-4.613543322894678,-4.357203569634893,-inf,-0.18727856819258043,-4.435206081636166,-inf,-inf,-4.383675780996084,-5.509206663079943,-inf,-3.8311347579673054,-2.787191410379708,-inf,-6.491059316369683,-5.094169163801099,-5.859703910164076,-inf,-inf,-3.0285808221735224,-3.509206663079943,-5.231672687551034,-4.337025687697262,-4.6467101868298775,-3.865350473305218,-2.3572035696348927,-3.9991069668294927,-3.887718286333673,-4.887718286333673,-inf,-7.406447088654742,-6.764707396228329,-inf,-4.460297062598996,-2.811769433100374,-6.962065627793754,-inf,-inf,-inf,-2.887718286333673,-5.045259563320153,-inf,-inf,-inf,-inf,-5.831134757967305,-5.831134757967305,-inf,-inf,-inf,-inf,-4.472680787054829,-inf,-4.617266408937396,-5.613543322894678,-4.27474140944292,-inf,-5.357203569634893,-4.094169163801099,-inf,-inf,-inf,-5.544830572810664,-inf,-inf,-inf,-inf,-inf,-inf,-4.011707003609126,-inf,-4.831134757967305,-inf,-inf,-6.106141805467175,-inf,-inf,-5.141474878579456,-inf,-4.231672687551034,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
DCF-00197,-inf,-8.654458795442046,-inf,-5.508579267966385,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6844589327472036,0.940798686006989,-4.634110150050244,-4.435206081636166,1.4102839693082092,-inf,-inf,-inf,-5.496606626300309,-inf,-inf,-inf,-3.1132779867488036,-4.893496778868894,-inf,-1.092216371220974,-0.6892517042427051,-5.729267383090584,-inf,-inf,-inf,-4.739463150196473,-inf,-4.589716030691791,-inf,-5.34014388466456,-inf,-inf,-inf,-4.808884551153953,-6.167144858727539,-4.397070952749395,-inf,-inf,-4.779540589571808,-inf,-inf,-4.496606626300309,-inf,-0.8627345250982067,-inf,-4.799169396320741,-4.174678531412947,-inf,-inf,-inf,-inf,-inf,-inf,-0.9918144742631364,-inf,-1.312182055162882,-inf,-4.0159807853938885,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.947268035309875,-4.818534721187672,-inf,-inf,-inf,-3.4966066263003093,-1.3970709527493947,-inf,-0.9116441255791531,-inf,-3.447697025819363,-1.1746785314129469,-4.508579267966385,-inf,-2.911644125579153,-inf,0.24035896786589667,-inf,-inf,-inf,-inf,-inf,-3.9991069668294927,-inf,-2.0491476493290883,-3.2621413726632866,-3.015980785393889,-inf,-inf
DC2-00001,-2.7081107314940214,-4.8659629006357585,-inf,-inf,-inf,-inf,-5.240011988463763,-inf,-inf,-inf,-4.049147649329088,-inf,-inf,-inf,-inf,-inf,3.1987798641144973,-inf,-inf,-3.7081107314940214,-inf,-inf,-3.40113297807263,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-5.136610490579428,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.3247820919425155,-inf,-inf,-inf,-inf,-1.3247820919425155,-inf,-0.7081107314940212,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
DAF-00367,-inf,-4.106971000139553,-2.501659854026595,-inf,-inf,-inf,-4.159091993080196,-2.501659854026595,-inf,-inf,-3.2901557488328828,-inf,-inf,-inf,-inf,-inf,-inf,1.9577717646107027,-2.823587948913957,-3.949118830997816,-inf,-2.6860844251640223,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.1919753548939798,-inf,-3.042228235389297,-inf,-4.792656089362066,-3.327630454251546,-2.7426679535303897,-2.6070128541728232,-inf,-inf,-4.849583157446902,-3.90020923051687,-inf,-inf,-inf,-inf,-inf,-2.7426679535303897,-inf,-inf,-inf,-inf,-inf,-2.101121924442866,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-4.642141077576425,-inf,-2.7146535773607927,-inf,-3.2121532368316097,-0.6271907361104535,-inf,-3.6860844251640223,-inf,-inf,-4.271046925885178,-inf,-inf,-1.9491188309978158,-inf,-inf,-inf,-inf,-2.6860844251640223,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.086622354747751,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
DAF-00281,-inf,-3.9024887766608725,-3.582579849410162,-inf,-inf,-1.6592011310130748,-3.9769775826299694,-4.167542350131319,-inf,-3.8096487579560834,-4.786113243495294,-inf,-inf,-inf,-4.383675780996084,-inf,-inf,-2.823587948913957,0.876851769227135,-4.445076325660227,-inf,-inf,-3.40113297807263,-inf,-4.841966478228811,-4.030038826381383,-4.7955735727443605,-inf,-5.262699583171658,-1.9644504847538067,-3.4450763256602275,-3.1675423501313187,-5.2728953502775475,-3.582579849410162,-inf,-1.5561076380489711,-3.758098867325698,-inf,-inf,-4.2728953502775475,-inf,-inf,-inf,-3.9811292259004367,-1.3326015964018147,-inf,-inf,-inf,-inf,-1.238625448192801,-inf,-5.630942870971561,-inf,-4.708110731494021,-inf,-3.7670044205475897,-inf,-inf,-5.662307041880896,-5.515465653551625,-4.3326015964018145,-3.408550449635113,-inf,-4.138098572238836,-4.549412985474963,-5.7955735727443605,-inf,-4.2930732322151774,-4.030038826381383,-inf,-inf,-inf,-inf,-5.351966921268746,-inf,-inf,-2.0300388263813836,-inf,-inf,-5.532539166910567,-inf,-inf,-inf,-inf,-5.042011468047459,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-4.167542350131319,-4.7955735727443605,-inf,-inf,-inf
DAF-00419,-4.155569708465242,-3.7588330259293423,-4.123148230772865,-inf,-6.398426232361405,-5.106660107984296,-4.439543451991399,-4.971145137327815,-4.496606626300309,-4.935179640039943,-3.796166908159217,-5.674943867558822,-5.418604114299036,-6.2930732322151774,-5.509206663079943,-5.496606626300309,-3.7081107314940214,-3.949118830997816,-4.445076325660227,-0.24867911285672378,-inf,-4.892535302631448,-5.848591955043851,-inf,-7.552459861033826,-inf,-inf,-inf,-7.388230465255518,-5.674943867558822,-4.570607207744086,-5.2930732322151774,-4.076498137474044,-inf,-3.44132419079912,-5.003566615020192,-4.060507511493636,-4.534081331718972,-inf,-4.398426232361405,-7.467847633318885,-inf,-6.056034034914328,-3.52169760726314,-3.8731699777645177,-inf,-inf,-inf,-inf,-3.949118830997816,-4.106660107984296,-inf,-6.458132478485673,-inf,-inf,-5.892535302631448,-5.892535302631448,-inf,-inf,-inf,-5.458132478485673,-4.534081331718972,-inf,-4.678666953601539,-inf,-3.9211044548282192,-inf,-4.418604114299036,-3.5706072077440862,-4.772241068913736,-4.892535302631448,-inf,-inf,-inf,-4.772241068913736,-inf,-4.155569708465242,-inf,-5.37796212980169,-5.07310754827327,-4.892535302631448,-3.3075728019102923,-inf,-inf,-7.167542350131319,-inf,-inf,-5.202875423243599,-inf,-3.7081107314940214,-inf,-inf,-inf,-4.708110731494021,-inf,-inf,-inf,-5.921104454828219,-inf,-inf,-3.83364161357788
DHF-01444,-inf,-4.991493782719617,-inf,-inf,-inf,-inf,-4.950505371268779,-inf,1.2403589678658966,-inf,-inf,-inf,-inf,-0.9711451373278147,-inf,-inf,-inf,-inf,-inf,-inf,3.4882864813094825,-1.1555697084652423,-inf,-1.0352754747475306,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.9711451373278147,-inf,-inf,-inf,-inf,-inf,-2.6614606381951997,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.418604114299036,-inf,-inf,-2.019508158889214,-inf,-2.096676019411674,-inf,-2.1555697084652423,-inf,1.3728092638895464,-inf,-inf,-inf,-inf,-inf,-4.111626360877645,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.0966760194116738,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.9211044548282192,-inf,-inf,-inf,-inf,-1.3696945138180898,-inf
DAF-00437,-2.8925353026314484,-3.7284593768858234,-inf,-inf,-5.135391826527612,-2.843625702150502,-4.839474058880034,-5.030038826381383,-2.2335722204665154,-4.672145234206148,-5.233572220466516,-inf,-inf,-4.030038826381383,-3.8311347579673054,-inf,-inf,-2.6860844251640223,-inf,-4.892535302631448,-1.1555697084652423,2.01435529297707,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.3075728019102923,-3.0300388263813836,-4.135391826527612,-inf,-2.98564470702293,-2.740532209186399,-3.9991069668294927,-inf,-2.6860844251640223,-2.550429325806456,-inf,-inf,-inf,-3.843625702150502,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.0445383960764985,-inf,-1.6860844251640223,-inf,-inf,-inf,-3.2710469258851784,-inf,-4.0005950484889015,-inf,-3.0731075482732697,-inf,-inf,-2.8925353026314484,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
DAF-00350,-5.848591955043851,-4.052247813798713,-4.4011329780726305,-inf,-inf,-2.799682354562905,-2.522512216886022,-3.664167383906424,-inf,-2.043239385897395,-5.604666372157762,-inf,-inf,-inf,-2.787191410379708,-inf,-3.40113297807263,-inf,-3.40113297807263,-5.848591955043851,-inf,-inf,0.05829864056466716,-inf,-inf,-inf,-inf,-inf,-7.081252711834127,-2.5606111920798265,-inf,-4.986095478793787,-4.091448478940015,-2.816170477351474,-4.941701359435333,-3.1116263608776453,-3.692129213408102,-5.227103578297581,-inf,-inf,-inf,-inf,-inf,-3.799682354562905,-3.1511547250642824,-inf,-inf,-inf,-inf,-2.642141077576425,-inf,-inf,-inf,-inf,-inf,-3.5855575492100575,-inf,-inf,-inf,-inf,-5.151154725064282,-3.642141077576425,-inf,-4.219686106735098,-inf,-4.292198606519466,-inf,-inf,-3.8485919550438514,-3.465263315492346,-inf,-inf,-inf,-inf,-4.465263315492345,-inf,-2.8485919550438514,-inf,-inf,-5.351092295573035,-inf,-3.5855575492100575,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-4.986095478793787,-5.614126701406828,-inf,-inf,-inf
DHF-01540,-2.7722410689137367,-6.930093238055474,-inf,-inf,-inf,-inf,-6.304142325883479,-inf,-2.1132779867488036,-4.551851000488437,-inf,-3.291615228007316,-3.0352754747475306,-inf,-inf,-3.1132779867488036,-inf,-inf,-inf,-inf,-1.0352754747475306,-inf,-inf,2.134649526694782,-3.584168720761165,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.865350473305218,-inf,-5.200740827999143,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-4.074803838934168,-inf,-inf,-inf,-inf,-1.5657901914463104,-inf,-inf,-3.074803838934168,-3.1507526921674662,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.388912429362231,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.509206663079943,-inf,-inf,-inf,-3.7842137105798126,-inf,-inf,-inf,-inf,-2.9097445926636714,-inf,-2.672705395362822,-inf,-inf,-inf,-inf,-inf,-inf,-2.291615228007316,-inf,-inf
DHF-01528,-5.552459861033826,-6.622849188925224,-inf,-6.564432502699902,-4.987961462872386,-inf,-8.084361118003569,-6.105000884062606,-3.3085342781477376,-7.332069792608527,-7.893496778868894,-4.071834020127406,-4.815494266867621,-4.689963384783762,-6.491059316369683,-4.893496778868894,-inf,-inf,-4.841966478228811,-7.552459861033826,-inf,-inf,-inf,-3.584168720761165,-0.6455692654253082,-4.552459861033826,-3.9960665125094414,-3.5524598610338267,-5.4631925229367395,-5.071834020127406,-inf,-inf,-inf,-5.105000884062606,-inf,-inf,-6.659031525231871,-inf,-inf,-6.79531638492999,-5.86473778588747,-4.316107497852538,-5.867961686761756,-5.50355026055288,-inf,-5.420356325026481,-3.4181587693222357,-inf,-6.552459861033826,-inf,-4.50355026055288,-4.568401404902848,-4.533094536166896,-6.2305317661464645,-inf,-inf,-inf,-inf,-5.1847280765333394,-4.7159585933167065,-3.855022631054258,-inf,-4.105000884062606,-7.245482107612436,-5.071834020127406,-inf,-3.867961686761756,-inf,-5.552459861033826,-inf,-inf,-4.815494266867621,-6.003121270043392,-4.874387955921189,-inf,-inf,-inf,-inf,-3.7748522823702744,-7.05496020156301,-4.289425455200033,-4.289425455200033,-2.696195338495276,-4.552459861033826,-0.6455692654253082,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-5.469997700841854,-inf,-3.689963384783762,-4.317994607396804,-4.48687151940625,-5.50355026055288,-inf
DCF-00173,-inf,-5.506066955549375,-3.7081107314940214,-5.167542350131319,-inf,-inf,-6.687470965434985,-5.2930732322151774,-inf,-4.935179640039943,-inf,-inf,-inf,-2.293073232215177,-5.094169163801099,-inf,-inf,-inf,-4.030038826381383,-inf,-inf,-inf,-inf,-inf,-4.552459861033826,1.7513208871432762,-2.9211044548282192,-inf,-3.8032679645343612,-inf,-inf,-3.293073232215177,-inf,-inf,-inf,-inf,-6.584069467550649,-inf,-inf,-inf,-5.467847633318885,-4.241145440171316,-inf,-inf,-inf,-6.023466172457897,-inf,-inf,-2.1555697084652423,-2.949118830997816,-3.106660107984296,-2.434545658168058,-4.458132478485673,-1.2486791128567238,-inf,-inf,-0.43310368399415117,-inf,-inf,-3.640996535635484,-3.4581324784856737,-inf,-inf,-inf,-2.6749438675588215,-4.921104454828219,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.4774978033526045,-inf,-1.83364161357788,-inf,-2.1555697084652423,-inf,-inf,-2.8925353026314484,-inf,-inf,-3.1555697084652423,-5.167542350131319,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-2.0731075482732697,-inf,-inf,-inf,-inf,-3.106660107984296,-inf
DHF-01332,-inf,-7.078956623969956,-inf,-inf,-5.163960978724383,-inf,-inf,-6.058607978578154,-inf,-inf,-inf,-0.7400388957807066,-0.8622107657746508,-3.4736454778569983,-5.859703910164076,-1.092216371220974,-inf,-inf,-4.7955735727443605,-inf,-inf,-inf,-inf,-inf,-3.9960665125094414,-2.9211044548282192,0.9857861407802992,0.16635838642212003,-5.153765211618494,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-6.349604213913626,-inf,-inf,-inf,-5.233382379681863,-5.006680186534293,-3.821568781277305,-4.872194854347273,-inf,-5.204038418099718,-4.371765863837784,-inf,-4.921104454828219,-inf,-2.2872323536261168,-3.937045998697241,-4.223667224848651,-inf,-inf,-inf,-3.658070048994426,-inf,-5.553372670327732,-5.406531281998461,-3.2236672248486506,-inf,-0.05860797857815422,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-4.371765863837784,-5.243032549715582,-3.5377758152767136,-inf,-inf,-inf,-2.1434968761646673,-inf,-3.658070048994426,-inf,-1.064839932289669,0.16635838642212003,-4.933077096494295,-inf,-inf,-inf,-2.184138860662013,-inf,-inf,-inf,-inf,-inf,-4.423604795357403,-inf,-3.0586079785781544,-3.686639201191196,-4.440478613921798,-inf,-inf
DHF-01334,-inf,-7.31342187760698,-inf,-5.167542350131319,-5.398426232361405,-inf,-inf,-inf,-inf,-inf,-inf,-0.6749438675588216,-0.8336416135778799,-inf,-inf,-0.6892517042427051,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.5524598610338267,-inf,0.16635838642212003,1.7513208871432762,-5.388230465255518,-inf,-inf,-inf,-inf,-inf,-4.248679112856724,-inf,-inf,-inf,-inf,-inf,-4.467847633318885,-5.826107940892473,-3.4710715341931717,-4.106660107984296,-inf,-inf,-inf,-inf,-inf,-inf,-2.106660107984296,-4.75647375305542,-2.8731699777645177,-inf,-inf,-inf,-inf,-inf,-4.787837923964755,-inf,-inf,-inf,0.16635838642212003,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.6062311174748074,-4.4774978033526045,-inf,-inf,-inf,-inf,-2.3779621298016904,-inf,-1.8925353026314486,-2.8925353026314484,-0.5216976072631399,0.5448700096758499,-5.167542350131319,-inf,-inf,-3.202875423243599,-0.0966760194116739,-inf,-inf,-inf,-inf,-inf,-4.658070048994426,-inf,-inf,-inf,-3.6749438675588215,-inf,-inf
DHF-01030,-5.388230465255518,-7.961120133676099,-inf,-6.400203106921594,-7.63108698915168,-inf,-7.92013172222526,-6.525733989005452,-inf,-inf,-6.144304882369428,-4.907604624349097,-4.651264871089311,-4.525733989005452,-inf,-5.729267383090584,-inf,-inf,-5.262699583171658,-7.388230465255518,-inf,-inf,-7.081252711834127,-inf,-5.4631925229367395,-3.8032679645343612,-5.153765211618494,-5.388230465255518,-0.48133986964699876,-5.907604624349097,-inf,-inf,-inf,-inf,-inf,-inf,-6.816730224340924,-5.766742088509247,-inf,-6.63108698915168,-6.115545889388004,-7.058768697682748,-inf,-inf,-inf,-8.256126929248172,-inf,-inf,-5.388230465255518,-inf,-inf,-5.989134509845695,-3.368865140388586,-4.481339869646999,-inf,-inf,-3.8032679645343612,-inf,-0.7725711673114448,-0.9429199548628727,-inf,-inf,-5.525733989005452,-6.49629021111297,-1.0496236292215249,-7.153765211618494,-inf,-5.651264871089311,-inf,-inf,-6.125196059421723,-inf,-0.794497754906629,-0.8521775650153076,-inf,-3.4813398696469986,-inf,-5.388230465255518,-inf,-4.305768305063545,-inf,-5.125196059421723,-4.339320864774571,-inf,-5.400203106921594,-3.435536180033874,-inf,-inf,-3.651264871089311,-inf,-inf,-inf,-inf,-inf,-4.890730805784701,-inf,-5.525733989005452,-5.153765211618494,-4.907604624349097,-5.339320864774571,-3.066302370368155
DAF-00283,-inf,-4.188939846925834,-3.2274848905876006,-inf,-inf,-1.6260342670778754,-3.39949020247096,-4.227484890587601,-inf,-3.454553799133522,-5.0159807853938885,-inf,-inf,-inf,-3.0285808221735224,-inf,-inf,-inf,-1.9644504847538067,-5.674943867558822,-inf,-inf,-2.5606111920798265,-inf,-5.071834020127406,-inf,-inf,-inf,-5.907604624349097,1.231946728049697,-inf,-inf,-4.9178003914549855,-1.2274848905876004,-4.768053271950303,-1.9379782733926156,-3.6440120080069307,-4.053455490812552,-inf,-inf,-inf,-inf,-inf,-3.041071766356719,-1.977506637579253,-inf,-inf,-inf,-inf,-1.146564895204033,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-5.307212083058334,-5.160370694729064,-3.977506637579253,-inf,-inf,-4.783003613416275,-inf,-inf,-inf,-inf,-inf,-3.291615228007316,-3.411909461725028,-inf,-inf,-inf,-3.291615228007316,-inf,-inf,-inf,-inf,-4.177444208088005,-inf,-inf,-inf,-inf,-4.686916509224898,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.8124473913087567,-4.440478613921798,-inf,-inf,-inf
DDF-00078,-inf,-4.406531281998461,-3.123148230772865,-inf,-4.813463731640249,-inf,-4.102508464713829,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.509206663079943,-inf,-inf,-inf,-3.4450763256602275,-4.570607207744086,-inf,-2.3075728019102923,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,2.3362833878644325,-2.7081107314940214,-2.8134637316402498,-inf,-inf,-inf,-5.999106966829492,-1.9491188309978158,-2.3641563302766597,-inf,-inf,-inf,-inf,-inf,-1.8731699777645174,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.3075728019102923,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-3.6786669536015393,-inf,-3.336141954107063,-inf,-inf,-2.5706072077440862,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.570607207744086,-inf,-inf,-3.0731075482732697,-inf,-2.3075728019102923,-inf,-inf,-inf,-inf,-inf,-2.617912922522443,-1.83364161357788,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
